,word,phonetic,translation
2808,discontinuity,.diskәnti'nju:iti,"n. 间断, 中断, 不连续
[电] 间断性"
2809,eliminate,i'limineit,"vt. 除去, 排除, 剔除, 消除"
2810,fisher,'fiʃә,"n. 渔夫, 食鱼动物, 渔船"
2811,forced,fɒ:st,"a. 被迫的, 强迫的, 用力的
[法] 强制的, 法定的, 强迫的"
2812,hat,hæt,"n. 帽子
vt. 给...戴帽子"
2813,hose,hәuz,"n. 水管, 橡皮软管, 长统袜
vt. 用水管浇"
2814,host,hәust,"n. 主人, 旅馆老板, 节目主持人
vt. 当主人招待, 作...节目主持人
[计] 主机, 宿主机"
2815,hunt,hʌnt,"n. 狩猎, 追捕, 搜寻, 猎区
vt. 狩猎, 打猎, 搜索
vi. 打猎, 猎食, 搜寻"
2816,inward,'inwәd,"a. 内心的, 向内的, 本来的
[医] 向内的"
2817,isolation,.aisә'leiʃәn,"n. 隔绝, 孤立, 隔离
[化] 分离; 生物分离"
2818,notable,'nәutәbl,"n. 著名人士, 值得注意之事物
a. 值得注意的, 显著的"
2819,pathway,'pɑ:θwei,"n. 路径, 途径
[医] 路径, 道"
2820,peculiar,pi'kju:ljә,"a. 奇特的, 罕见的, 特殊的, 特别的
n. 特有财产, 特权"
2821,pick,pik,"n. 精选, 选择, 掘, 精华, 牙签, 鹤嘴锄
v. 摘, 掘, 凿, 挖, 挑选
[计] 拾取"
2822,professor,prә'fesә,n. 教授
2823,programming,'prәugræmiŋ,"n. 节目的计划, 编制程序
[计] 程序设计; 程序编制"
2824,prospect,'prɒspekt,"n. 景色, 展望
vt. 勘探, 勘察
vi. 勘探, 有前途"
2825,pyramid,'pirәmid,"n. 角锥, 金字塔
v. (使)成金字塔状, (使)渐增, (使)上涨"
2826,reactive,ri'æktiv,"a. 反动的, 反应的
[医] 反应的"
2827,respond,ri'spɒnd,"vt. 以...回答
vi. 回答, 响应, 回报, 有反应, 承担责任"
2828,reverse,ri'vә:s,"n. 相反, 背面, 倒退, 挫折, 失败
a. 反面的, 相反的, 反向的, 颠倒的
vt. 使颠倒, 使逆转, 使倒退, 使反向
vi. 倒退, 反向, 倒转, 反转
[计] 反转"
2829,significance,sig'nifikәns,"n. 重要性, 意义, 意味
[计] 有效; 有效性"
2830,stainless,'steinlis,"a. 无瑕疵的, 不锈的
[机] 不绣的, 污染的"
2831,virtually,'vә:tʃuәli,adv. 事实上
2832,visualize,'viʒuәlaiz,"vt. 使看得见, 使具体化, 想象, 设想
vi. 想象, 显形"
2833,west,west,"n. 西方, 西部
a. 西方的, 向西的
adv. 向西, 自西方, 在西方"
2834,whilst,wailst,"conj. 当...的时候, 和...同时, 虽然, 只要, 然而, 而, 尽管"
2835,adopt,ә'dɒpt,"vt. 采用, 正式通过, 收养, 接受
[医] 采取"
2836,agreed,ә'ɡri:d,a. 同意的；通过协议的
2837,assigned,,a. 已分配的；指定的
2838,astronomical,.æstrә'nɒmikl,"a. 天文学的, 庞大的"
2839,auxiliary,ɒ:g'ziljәri,"n. 辅助者, 辅助物, 附属机构, 助动词
a. 辅助的, 备用的"
2840,broadly,'brɒ:dli,"adv. 宽广地, 明白地, 无礼貌地"
2841,burning,'bә:niŋ,"a. 燃烧的, 象燃烧一样的
n. 烧, 燃烧"
2842,calibrate,'kælibreit,"vt. 测定口径, 校准, 使标准化, 调整
[化] 校准"
2843,catalyst,'kætәlist,"n. 触媒, 接触剂, 催化剂, 刺激因素, 促进因素
[计] 催化剂"
2844,crack,kræk,"n. 裂缝, 爆裂声
v. (使)爆裂, (使)裂开, (使)发出爆裂声
a. 第一流的
adv. 啪地一声"
2845,destroy,di'strɒi,"vt. 破坏, 毁坏, 消灭"
2846,developmental,di.velәp'mentәl,"a. 发展的, 进化的, 启发的
[医] 发育的"
2847,dilution,"dai'lju:ʃәn, di'l-","n. 冲淡, 淡度, 稀度, 稀释物, 冲淡物, 稀释
[计] 稀释度的"
2848,dried,draid,a. 弄干了的
2849,exception,ik'sepʃәn,"n. 例外, 除外, 异议
[计] 例外; 异常"
2850,externally,,"adv. 在外部, 外表上, 从外面, 在外面, 从外部"
2851,facet,'fæsit,"n. (多面体的)面, 方面, 琢面
[医] 小平面, 小面"
2852,fresh,freʃ,"a. 新鲜的, 新奇的, 另外的, 淡的, 精神饱满的, 冒失的
adv. 最新地, 刚刚
n. 开始, 泛滥"
2853,fundamentally,fʌndә'mentәli,"adv. 基础, 首要, 主要, 十分重要, 基本, 根本, 原始, 基频, 基音, 基谐波"
2854,gaunt,gɒ:nt,"a. 瘦削的, 憔悴的, 荒凉的"
2855,gravitational,.grævi'teiʃәnәl,a. 重力的
2856,handbook,"'hænd,buk","n. 手册
[计] 手册"
2857,initiate,i'niʃieit,"n. 入会, 开始
a. 新加入的
vt. 开始, 传授基本知识给"
2858,irregular,i'regjulә,"n. 不规则物, 不合规格之物
a. 不规则的, 不整齐的, 不合法的"
2859,leakage,'li:kidʒ,"n. 漏, 漏出物, 泄漏
[化] 漏电; 漏水; 漏气; 渗漏; 漏失量; 漏出量"
2860,mimic,'mimik,"a. 模仿的, 摹拟的
n. 效颦者, 模仿者, 小丑, 仿制品
vt. 模仿, 摹拟"
2861,paragraph,'pærәgrɑ:f,"n. 段落, 短评
vt. 将...分段, 分段落
vi. 写短讯
[计] 段落"
2862,planning,,"n. 计划的制订, 策划, 设计, 规划
[计] 计划, 规划"
2863,retarded,ri'tɑ:did,a. 智力上迟钝的
2864,rewrite,ri:'rait,"vt. 重写, 改写, 改写新闻, 书面答复
vi. 修改旧作
n. 改写的作品
[计] 重写"
2865,rigorous,'rigәrәs,"a. 严厉的, 严酷的, 严格的, 苛刻的, 严密的, 精确的"
2866,span,spæn,"n. 指距, 全长, 跨距, 一段时间, 小范围
vt. 以手指测量, 跨越, 架设, 持续"
2867,specialized,,"a. 专门的, 特别的, 专科的, 特化的, 专化的
[计] 专业化的"
2868,superconducting,",sju:pәkәn'dʌktiŋ","a. 超导的, 超导电的
[计] 超导"
2869,thorough,'θʌrә,"a. 十分的, 彻底的"
2870,triangle,'traiæŋgl,"n. 三角形, 三个一组, 三角关系
[医] 三角, 三角形"
2871,triangular,trai'æŋgjulә,"a. 三角形的, 三人间的
[医] 三角的, 三角形的"
2872,undisturbed,.ʌndi'stә:bd,"a. 未被扰乱的, 安静的, 镇定的"
2873,unlikely,.ʌn'laikli,a. 不太可能的
2874,unwanted,.ʌn'wɒntid,"a. 没人要的, 不需要的, 多余的"
2875,violet,'vaiәlit,"n. 堇菜, 紫罗兰
a. 堇菜科的, 紫罗兰色的"
2876,annual,'ænjuәl,"n. 年刊, 年报
a. 每年的, 一年一次的, 全年的, 一年生的"
2877,atlas,'ætlәs,"n. 地图集, 图表集
[计] 自动测试和负载分析系统"
2878,backwards,'bækwәdz,adv. 向后
2879,ceramic,si'ræmik,"a. 陶瓷的
n. 陶瓷制品"
2880,concentrate,'kɒnsәntreit,"n. 浓缩, 精选
v. 集中, 专心"
2881,consequent,'kɒnsikwәnt,"n. 随后发生的事情, 结果
a. 作为结果的, 合乎逻辑的"
2882,construct,kәn'strʌkt,"vt. 构造, 建造, 对...进行构思, 作图
n. 构成物"
2883,corner,'kɒ:nә,"n. 角落, 转角, 窘境
vt. 迫至一隅, 垄断, 使陷入绝境
vi. 相交成角, 垄断
[计] 边角"
2884,criteria,krai'tiәriә,"pl. 标准
[计] 条件"
2885,crude,kru:d,"a. 天然的, 未成熟的, 粗糙的, 粗鲁的
n. 天然的物质"
2886,cultured,'kʌltʃәd,"a. 有教养的, 有修养的, 有知识的"
2887,disintegration,dis.inti'greiʃәn,"n. 瓦解
[化] 破碎; 崩解; 蜕变"
2888,DOC,,"[计] 通信部, 数字输出控制, 文档
[医] 脱氧皮质酮"
2889,enforced,in'fɔ:sid,a. 强制执行的；实施的
2890,enlarged,inˈlɑ:dʒd,v. 扩大( enlarge的过去式和过去分词 ); 扩展; 扩充; 放大
2891,excessive,ik'sesiv,"a. 过度的, 过多的, 极端的
[法] 过度的, 过分的, 额外的"
2892,excursion,ik'skә:ʒәn,"n. 远足, 游览圆, 短程旅行
[医] 移动, 离轨, 逸出"
2893,expense,ik'spens,"n. 费用, 代价, 开支, 损失
[经] 费用, 开支, 将支出转为费用"
2894,floating,'flәutiŋ,"a. 漂浮的, 浮动的, 移动的
[医] 浮动的"
2895,handle,hændl,"n. 柄, 把手, 把柄, 柄状物, 手感
vt. 触摸, 运用, 买卖, 处理, 操作
vi. 搬运, 易于操纵
n. 句柄
[计] 句柄"
2896,imperfect,im'pә:fikt,"a. 不完美的, 不完整的, 减弱的, 未完成过去时的
n. 未完成体"
2897,indicative,in'dikәtiv,"a. 指示的, 象征的, 表示...的
[经] 指标的"
2898,individually,.indi'vidʒuәli,"adv. 以个人身分, 各个地, 独特地"
2899,instrumental,.instru'mentәl,"a. 仪器的, 器具的, 可作为手段的
[医] 器械的"
2900,necessity,ni'sesәti,"n. 需要, 必需品, 必然
[法] 必要性, 必然性, 必要"
2901,patterned,,a. 被组成图案的
2902,powder,'paudә,"n. 粉, 粉末, 火药
vt. 搽粉于, 搽粉, 撒粉, 使成粉末
vi. 搽粉, 变成粉末"
2903,predominant,pri'dɒminәnt,"a. 占主导地位的, 卓越的
[法] 占优势的, 支配其他的, 主要的"
2904,preferable,'prefәrәbl,"a. 更可取的, 更好的, 更合意的"
2905,preserve,pri'zә:v,"vt. 保护, 保持, 保存, 维持, 腌, 禁猎
vi. 加工食品, 禁猎
n. 加工成的食品, 禁猎地, 保护区, 防护物"
2906,restrict,ri'strikt,"vt. 限制, 限定, 约束
[医] 限制"
2907,royal,'rɒiәl,"n. 王室, 皇族
a. 王室的, 皇家的, 盛大的, 庄严的"
2908,shank,ʃæŋk,"n. 胫, 腿骨, 杆, 柄
vt. 用铁球棒末端击球
vi. 花从病梗上枯萎脱落"
2909,stained,steind,"a. 沾污的, 褪色的, 着色的, 染色的
[化] 染污"
2910,string,striŋ,"n. 线, 细绳, 一串, 字符串
vt. 串起, 成串, 收紧, 缚, 扎
vi. 成一串
[计] 字符串, 串"
2911,suspension,sә'spenʃәn,"n. 悬挂, 暂停, 中止
[化] 悬浮; 悬浮体; 悬浮液"
2912,wheel,hwi:l,"n. 轮子, 车轮, 轮, 方向盘, 旋转, 机构, 重要人物
vt. 使旋转, 转动, 使转向
vi. 旋转, 转弯, 盘旋"
2913,wise,waiz,"a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的
vi. 知道
vt. 教导, 告诉, 劝导
n. 方法, 方式
[计] 教育信息系统"
2914,zoom,zu:m,"n. 急速上升, 变焦摄影, 嗡嗡声
vi. 猛增, 急速上升, 摄象机移动
vt. 使摄象机移动
[计] 缩放"
2915,accompanying,,"a. 随同的, 附见的"
2916,algae,'ælgi:,"pl. 藻类, 海藻
[化] 藻类"
2917,atmospheric,ætmәs'ferik,"a. 大气的
[医] 大气的; 大气压的"
2918,barely,'bєәli,adv. 几乎不
2919,birth,bә:θ,"n. 出生, 起源
[医] 生产, 分娩"
2920,blown,blәun,"a. 吹制的, 喘气的, 开着花的
blow的过去分词"
2921,bonnet,'bɒnit,"n. 软帽
[化] 阀盖; 阀帽"
2922,breakup,'breikʌp,"n. 分裂, 崩溃, 解散, 解体
[电] 停止"
2923,campus,'kæmpәs,"n. 校园, 大学生活"
2924,classically,'klæsikәli,"adv. 古典主义地, 拟古地"
2925,comparative,kәm'pærәtiv,"a. 比较的, 相对的
n. 对手"
2926,connect,kә'nekt,"v. 连接, 联合, 联系"
2927,decisive,di'saisiv,"a. 决定性的, 坚定的, 果断的"
2928,differing,ˈdifərɪŋ,"v. 不同, 有异( differ的现在分词 ); 持异议"
2929,diverse,dai'vә:s,"a. 不同的, 变化多的"
2930,domestic,dәu'mestik,"a. 家庭的, 国内的, 驯养的
[医] 家庭的, 家用的"
2931,dominance,'dɔminәns,"n. 优势, 显性, 统治, 控制, 支配
[计] 控制, 扰势"
2932,fracture,'fræktʃә,"n. 破碎, 骨折
v. (使)破碎, (使)破裂"
2933,insert,in'sә:t,"n. 插入物
vt. 插入, 把(人造卫星)射入(轨道), 添写
vi. 附着
[计] 插入"
2934,knowing,'nәuiŋ,"a. 博学的, 聪颖的, 精明的"
2935,losing,'lu:ziŋ,"a. 损失的, 输的
n. 失败, 损失"
2936,lot,lɒt,"n. 运气, 签, 抽签, 份额, 许多, 一堆
vt. 划分
vi. 抽签, 抓阄"
2937,lowered,,v. 降低；削弱（lower的过去分词）
2938,motivation,.mәuti'veiʃәn,"n. 动机, 刺激, 推动
[医] 促动, 推动, 诱导"
2939,offered,,"v. 提供, 提议；奉献（offer过去时态）"
2940,patent,'pætnt. 'peitnt,"n. 专利权, 许可证, 执照, 专利品, 素质
a. 专利的, 特许的, 显著的, 新奇的
vt. 取得...的专利权, 请准专利"
2941,pink,piŋk,"n. 粉红色, 石竹花, 化身, 典范, 头面人物, 极度
a. 粉红的, 石竹科的, 比较激进的, 脸色发红的, 精致的, 有点下流的
vt. 刺, 扎, 刺痛, 射伤, 使面红耳赤, 使变粉红色
vi. 变粉红色"
2942,protect,prә'tekt,"vt. 防卫, 保护, 警戒
[法] 庇护, 保护, 警戒"
2943,quark,kwɑ:k,"n. 夸克
[化] 夸克"
2944,relaxed,ri'lækst,"a. 松懈的, 不严密的, 不严格的, 放松的, 得到休息的, 随意的, 不拘束的, 自在的"
2945,replace,ri'pleis,"vt. 代替, 替换, 放回, 归还
[计] 替换; DOS外部命令:取代或更新文件"
2946,replacement,ri'pleismәnt,"n. 归还, 更换, 代替者
[医] 复位, 置换"
2947,rocking,'rɒkiŋ,"a. 摇摆的, 摇动的
[电] 摇移"
2948,stagnation,stæg'neiʃәn,"n. 淤塞, 停滞
[医] 停滞, 滞留, 郁积"
2949,tally,'tæli,"n. 符木, 记账, 得分, 比分, 计数器, 标签, 符合, 对应物
vt. 记录, 点数, 计算, 加标签于, 使符合
vi. 记帐, 符合, 吻合, 记分
[计] 计数"
2950,tension,'tenʃәn,"n. 紧张, 不安, 拉紧, 张力, 压力, 电压
vt. 拉紧, 使紧张"
2951,thousand,'θauznd,"num. 千
a. 成千的, 许多的
n. 许许多多"
2952,thread,θred,"n. 线, 丝, 纤维, 线索
vt. 穿线于, 穿过, 通过, 用线穿成
vi. 穿过
[计] 线索, 线程"
2953,town,taun,"n. 城镇, 市, 镇
[法] 城镇, 城市, 闹市"
2954,turbulent,'tә:bjulәnt,"a. 狂暴的, 骚乱的, 紊乱的"
2955,unpublished,.ʌn'pʌbliʃt,a. 未公开出版的；未发表过的
2956,usage,'ju:sidʒ,"n. 用法, 使用, 习惯, 惯用法, 习惯法
[经] 使用情况, 使用用途, 惯例"
2957,woo,wu:,"vt. 追求, 向...求爱, 恳求
vi. 求爱, 央求"
2958,yes,jes,"adv. 是
n. 是, 同意
v. 同意"
2959,administration,әd.mini'streiʃәn,"n. 行政, 管理, 政府机关
[化] 给药"
2960,ample,'æmpl,"a. 大量的, 充足的, 丰富的"
2961,avenue,'ævәnju:,"n. 大街, 途径, 林荫路"
2962,awe,ɒ:,"n. 敬畏
vt. 使敬畏"
2963,bed,bed,"n. 床, 睡眠处, 河床, 底座, 路基, 一层
vt. 提供宿处, 栽种, 安装
vi. 睡, 形成坚实的一层"
2964,benchmark,,[计] 基准程序; 基准
2965,berry,'beri,"n. 浆果
vi. 采集浆果"
2966,bow,bәu.bau,"n. 弓, 眼睛框
v. 用弓拉琴, 弯成弓形
n. 鞠躬, 屈服"
2967,cable,'keibl,"n. 电缆, 海底电报, 缆, 索
vi. 打海底电报
vt. 发海底电报, 缚住
[计] 电缆"
2968,calling,'kɒ:liŋ,"n. 职业, 行业, 呼唤, 召集
[计] 呼叫"
2969,cargo,'kɑ:gәu,"n. 货物
[经] 货柜"
2970,comment,'kɒment,"n. 注解, 批评, 评论, 备注
vi. 评论, 注解
[计] 备注"
2971,concerned,kәn'sә:nd,"a. 关心的, 有关的, 参与的, 担心的"
2972,corona,'kɔrәnә,"n. 冠, 冠状物, 副冠, 根颈, 头顶, 牙冠, 檐板, 日冕, 月华, 日华, 电晕, 光圈
[计] 电晕, 冠"
2973,crease,kri:s,"n. 皱痕, 折痕
v. (使)起皱痕"
2974,cumulative,'kju:mjulәtiv,"a. 累积的
[医] 蓄积的, 累积的"
2975,dehydration,.di:hai'dreiʃәn,"n. 脱水
[化] 脱水; 脱水作用"
2976,deviate,'di:vieit,"vi. 脱离, 偏离
vt. 使偏离
a. 脱离常规的
n. 脱离常规的人"
2977,disc,disk,"n. 圆盘, 唱片
vt. 灌唱片"
2978,discrimination,dis.krimi'neiʃәn,"n. 差别, 岐视, 辨别力
[化] 鉴别"
2979,elucidate,i'lu:sideit,"vt. 阐明, 说明"
2980,emphasis,'emfәsis,"n. 强调, 加强, 重点, 强语气"
2981,extraordinary,ik'strɒ:dәnәri,"a. 非常的, 特别的, 非凡的
[经] 非常的, 特别的, 临时的"
2982,fewer,'fju:ә,a. 较少的
2983,forget,fә'get,"vt. 忘记, 忽略, 忘
vi. 忘记"
2984,governing,'^ʌvәniŋ,"[计] 调节, 控制"
2985,increment,'inkrimәnt,"n. 增加, 增值, 盈余
[计] 增量"
2986,indicator,'indikeitә,"n. 指示器, 指示剂, 指标
[计] 指示器"
2987,infinitely,'infinitli,"adv. 无限地, 无数地, 庞大地"
2988,instantaneously,,"adv. 即刻, 立即"
2989,intensive,in'tensiv,"a. 加强的, 内涵的, 集中的
n. 加强器"
2990,iris,'airis,"n. 虹膜, 鸢尾属植物, 虹, 虹彩
[化] 可变光阑"
2991,kin,kin,"n. 亲戚, 同族, 血缘关系, 家族
a. 有亲属关系的, 性质类似的, 同类的"
2992,lightness,'laitnis,"n. 光亮度, (颜色的)浅淡, 轻率, 轻佻, 轻浮, 轻盈, 轻松, 轻巧, 精巧, 优美
[计] 亮度"
2993,magenta,mә'dʒentә,"n. 品红色, 洋红
[化] (碱性)品红; 洋红"
2994,manufacturer,.mænju'fæktʃәrә,"n. 制造业者, 厂商
[经] 制造人, 制造商, 制造厂"
2995,million,'miljәn,"n. 百万, 无数
num. 百万"
2996,negatively,'ne^әtivli,"adv. 否定地, 消极地"
2997,neuron,'njuәrɔn,"n. 神经原, 轴索, 神经细胞
[计] 神经元"
2998,nonetheless,",nʌnðә'les","conj. 然而, 尽管, 不过
adv. 不过, 仍然, 尽管如此, 然而"
2999,occupancy,'ɒkjupәnsi,"n. 占有, 居住, 占用
[法] 占据, 据有, 占用"
3000,occupied,,a. 已占用的；使用中的；无空闲的
3001,packed,,"a. 充满...的, 满座的, 挤得满满的, 压坚实的, 塞满了...的, 挤满了人的, 拥挤的
[计] 压缩的, 装配的"
3002,perceptual,pә'septʃuәl,"a. 知觉的, 有知觉的"
3003,personal,'pә:snl,"a. 私人的, 涉及隐私的, 有人性的, 人称的, 亲自的, 身体的
[医] 人的; 个人的, 自身的"
3004,phosphate,'fɔsfeit,"n. 磷酸盐, 磷酸酯
[化] 磷酸盐; 磷酸酯"
3005,planetary,'plænitri,"a. 行星的, 流浪的, 迁移不定的, 地球上的, 现世的"
3006,prompt,prɒmpt,"n. 激励, 提示, 提醒物, 提词, 付款期限
a. 迅速的, 敏捷的, 立刻的, 提词员的
vt. 激励, 鼓动, 提示
adv. 准时地
[计] 提示符; DOS内部命令:设定DOS命令行的提示符"
3007,ready,'redi,"n. 预备好的状态, 现款
a. 准备好的, 备用的, 可以使用的
adv. 预先, 迅速
vt. 使准备好"
3008,really,'riәli,"adv. 实际上, 真实地, 实在"
3009,rotate,'rәuteit,"a. 辐状的
vt. 使旋转, 使转动, 使轮流
vi. 旋转, 循环
[计] 旋转"
3010,sesame,'sesәmi,"n. 芝麻
[医] 芝麻, 脂麻, 胡麻"
3011,style,stail,"n. 风格, 时尚, 文体, 风度, 字体, 类型
vt. 称呼, (根据新款式)设计, 使合潮流
n. 风格, 样式
[计] 风格, 样式"
3012,targeted,'tɑːɡɪtɪd, [医]定向的
3013,tempo,'tempәu,"n. 速度, 节奏, 进行速度, (棋的)一着"
3014,truly,'tru:li,"adv. 真实地, 不假"
3015,usefulness,'ju:sfjlnis,"n. 有用, 有益
[经] 有用, 有用性"
3016,variance,'vєәriәns,"n. 不一致, 变化, 变异, 分歧, 不和
[化] 方差; 变种"
3017,verification,.verifi'keiʃәn,"n. 证实, 查证, 证明属实
[计] 验证"
3018,want,wɒnt,"n. 需要的东西, 缺乏, 贫困, 需要
vt. 要, 希望, 应该, 缺少
vi. 生活困苦, 需要, 缺少"
3019,whenever,hwen'evә,"conj. 每当
adv. 不论何时, 每逢"
3020,whereby,(h)weә'bai,"adv. 靠什么, 如何, 为何, 靠那个, 因此, 由此
[法] 因此, 由是"
3021,acknowledgment,әk'nɔlidʒmәnt,"n. 承认, 答谢, 认可, 谢礼, 收到的通知, 收到的回音, 谢意
[计] 肯定, 确认认可"
3022,avail,ә'veil,"vi. 有用, 有利
vt. 有利于
n. 效用, 利益"
3023,ax,æks,"n. 斧头
vt. 用斧削或砍, 削减"
3024,baker,'beikә,"n. 面包师
[医] 烤箱(骨科用)"
3025,barn,bɑ:n,"n. 谷仓
[化] 靶(恩)(核反应截面单位)"
3026,beating,'bi:tiŋ,"n. 打, 挫败, 搏动
[化] 打浆"
3027,carcinoma,.kɑ:si'nәumә,"n. 癌
[医] 癌"
3028,closest,,a. 最靠近的（close的最高级）
3029,comet,'kɒmit,n. 彗星
3030,conflict,'kɒnflikt,"n. 战斗, 冲突, 矛盾, 争执
vi. 争执, 战斗, 冲突, 抵触
[计] 冲突"
3031,cool,ku:l,"n. 凉爽, 凉爽的空气
a. 凉爽的, 冷淡的, 冷静的
vi. 冷却, 平息
vt. 使冷却, 使平静"
3032,corporation,.kɒ:pә'reiʃәn,"n. 公司, 合作, 法人团体
[法] 法人团体, 社团, 法人"
3033,cube,kju:b,"n. 立方体, 立方
[机] 立方体, 立方"
3034,damaging,'dæmidʒiŋ,"a. 破坏性的, 损害的"
3035,defense,di'fens,"n. 防卫, 防卫物
[医] 防御"
3036,depict,di'pikt,"vt. 描述, 描写"
3037,disperse,dis'pә:s,"vt. 分散, 传播, 散开
vi. 分散
a. 分散的
[计] 分散"
3038,distinctive,di'stiŋktiv,"a. 有特色的, 出众的"
3039,dump,dʌmp,"n. 垃圾场
vt. 倾倒, 倾销
vi. 倒垃圾, 倾销商品
[计] 转出; 转储; 倾卸; 切断电源"
3040,execution,.eksi'kju:ʃәn,"n. 实行, 完成, 执行, 死刑
[计] 执行"
3041,favor,'feivә,"n. 好意, 喜爱
vt. 赐予, 支持, 喜欢, 证实"
3042,fixing,'fiksiŋ,"n. 固定, 稳固, 设备, 调料
[医] 固定"
3043,generator,'dʒenәreitә,"n. 产生器, 发电机, 生产者
[计] 发生器"
3044,happen,'hæpәn,"vi. 发生, 发生, 恰巧"
3045,hitting,,n. 压缩；拉伸；击中
3046,inorganic,.inɒ:'gænik,"a. 无机的, 无生物的, 非自然形成的
[医] 无机的"
3047,insignificant,.insig'nifikәnt,"a. 无关紧要的, 无意义的, 琐碎的"
3048,interior,in'tiәriә,"n. 内部, 内政
a. 内部的, 心灵的, 内地的, 内政的"
3049,knight,nait,"n. 骑士, 爵士
vt. 授以爵位"
3050,manifest,'mænifest,"n. 载货单, 运货单, 旅客名单
a. 显然的, 明白的
vi. 显示, 出现
vt. 表明, 表现, 证明"
3051,manifestation,.mænifes'teiʃәn,"n. 显示, 证明, 示威运动
[医] 表现, 表示"
3052,miniature,'miniәtʃә,"n. 缩图, 小画像
a. 小规模的, 纤小的"
3053,mounting,'mauntiŋ,"n. 装备, 衬托纸, 舞台效果, 上马
[化] 装配"
3054,oxidation,.ɒksi'deiʃәn,"n. 氧化
[化] 氧化"
3055,primer,'praimә,"n. 入门书, 初级读本, 雷管, 导火线, 底漆
[化] 底漆; 引物; 雷管; 导火线"
